Navn;Stasjon;Tid(norsk normaltid);Lufttemperatur
Kjevik;SN39040;20.03.2022 06:50;-2
Kjevik;SN39040;20.03.2022 07:20;-2
Kjevik;SN39040;20.03.2022 07:50;-1
Kjevik;SN39040;20.03.2022 08:20;1
Kjevik;SN39040;20.03.2022 08:50;2
Kjevik;SN39040;20.03.2022 09:20;5
Kjevik;SN39040;20.03.2022 09:50;6
Kjevik;SN39040;20.03.2022 10:20;8
Kjevik;SN39040;20.03.2022 10:50;8
Kjevik;SN39040;20.03.2022 11:20;9
Kjevik;SN39040;20.03.2022 11:50;9
Kjevik;SN39040;20.03.2022 12:20;9
Kjevik;SN39040;20.03.2022 12:50;9
Kjevik;SN39040;20.03.2022 13:20;8
Kjevik;SN39040;20.03.2022 13:50;8
Kjevik;SN39040;20.03.2022 14:20;8
Kjevik;SN39040;20.03.2022 14:50;9
Kjevik;SN39040;20.03.2022 15:20;8
Kjevik;SN39040;20.03.2022 15:50;7
Kjevik;SN39040;20.03.2022 16:20;7
Kjevik;SN39040;20.03.2022 16:50;7
Kjevik;SN39040;20.03.2022 17:20;6
Kjevik;SN39040;20.03.2022 17:50;6
Kjevik;SN39040;20.03.2022 18:20;5
Kjevik;SN39040;20.03.2022 18:50;4
Kjevik;SN39040;20.03.2022 19:20;3
Kjevik;SN39040;20.03.2022 19:50;2
Kjevik;SN39040;20.03.2022 20:20;2
Kjevik;SN39040;20.03.2022 20:50;2
Kjevik;SN39040;20.03.2022 21:20;2
Kjevik;SN39040;20.03.2022 21:50;1
Kjevik;SN39040;20.03.2022 22:20;1
Kjevik;SN39040;20.03.2022 22:50;1
Kjevik;SN39040;20.03.2022 23:20;1
Kjevik;SN39040;20.03.2022 23:50;1
Kjevik;SN39040;21.03.2022 00:20;1
Kjevik;SN39040;21.03.2022 00:50;1
Kjevik;SN39040;21.03.2022 01:20;1
Kjevik;SN39040;21.03.2022 01:50;1
Kjevik;SN39040;21.03.2022 02:20;1
Kjevik;SN39040;21.03.2022 02:50;1
Kjevik;SN39040;21.03.2022 03:20;1
Kjevik;SN39040;21.03.2022 03:50;1
Kjevik;SN39040;21.03.2022 04:20;1
Kjevik;SN39040;21.03.2022 04:50;1
Kjevik;SN39040;21.03.2022 05:20;1
Kjevik;SN39040;21.03.2022 05:50;1
Kjevik;SN39040;21.03.2022 06:20;1
Kjevik;SN39040;21.03.2022 06:50;1
Kjevik;SN39040;21.03.2022 07:20;1
Kjevik;SN39040;21.03.2022 07:50;1
Kjevik;SN39040;21.03.2022 08:20;2
Kjevik;SN39040;21.03.2022 08:50;4
Kjevik;SN39040;21.03.2022 09:20;5
Kjevik;SN39040;21.03.2022 09:50;6
Kjevik;SN39040;21.03.2022 10:20;6
Kjevik;SN39040;21.03.2022 10:50;6
Kjevik;SN39040;21.03.2022 11:20;6
Kjevik;SN39040;21.03.2022 11:50;6
Kjevik;SN39040;21.03.2022 12:20;6
Kjevik;SN39040;21.03.2022 12:50;6
Kjevik;SN39040;21.03.2022 13:20;6
Kjevik;SN39040;21.03.2022 13:50;6
Kjevik;SN39040;21.03.2022 14:20;6
Kjevik;SN39040;21.03.2022 14:50;6
Kjevik;SN39040;21.03.2022 15:20;6
Kjevik;SN39040;21.03.2022 15:50;7
Kjevik;SN39040;21.03.2022 16:20;7
Kjevik;SN39040;21.03.2022 16:50;7
Kjevik;SN39040;21.03.2022 17:20;6
Kjevik;SN39040;21.03.2022 17:50;6
Kjevik;SN39040;21.03.2022 18:20;5
Kjevik;SN39040;21.03.2022 18:50;4
Kjevik;SN39040;21.03.2022 19:20;4
Kjevik;SN39040;21.03.2022 19:50;3
Kjevik;SN39040;21.03.2022 20:20;3
Kjevik;SN39040;21.03.2022 20:50;3
Kjevik;SN39040;21.03.2022 21:20;3
Kjevik;SN39040;21.03.2022 21:50;2
Kjevik;SN39040;21.03.2022 22:20;1
Kjevik;SN39040;21.03.2022 22:50;1
Kjevik;SN39040;21.03.2022 23:20;1
Kjevik;SN39040;21.03.2022 23:50;0
Kjevik;SN39040;22.03.2022 00:20;0
Kjevik;SN39040;22.03.2022 00:50;1
Kjevik;SN39040;22.03.2022 01:20;0
Kjevik;SN39040;22.03.2022 01:50;1
Kjevik;SN39040;22.03.2022 02:20;0
Kjevik;SN39040;22.03.2022 02:50;1
Kjevik;SN39040;22.03.2022 03:50;1
Kjevik;SN39040;22.03.2022 04:20;1
Kjevik;SN39040;22.03.2022 04:50;0
Kjevik;SN39040;22.03.2022 05:20;0
Kjevik;SN39040;22.03.2022 05:50;-1
Kjevik;SN39040;22.03.2022 06:20;0
Kjevik;SN39040;22.03.2022 06:50;0
Kjevik;SN39040;22.03.2022 07:20;1
Kjevik;SN39040;22.03.2022 07:50;1
Kjevik;SN39040;22.03.2022 08:20;2
Kjevik;SN39040;22.03.2022 08:50;3
Kjevik;SN39040;22.03.2022 09:20;4
Kjevik;SN39040;22.03.2022 09:50;6
Kjevik;SN39040;22.03.2022 10:20;7
Kjevik;SN39040;22.03.2022 10:50;8
Kjevik;SN39040;22.03.2022 11:20;7
Kjevik;SN39040;22.03.2022 11:50;7
Kjevik;SN39040;22.03.2022 12:20;7
Kjevik;SN39040;22.03.2022 12:50;8
Kjevik;SN39040;22.03.2022 13:20;8
Kjevik;SN39040;22.03.2022 13:50;9
Kjevik;SN39040;22.03.2022 14:20;9
Kjevik;SN39040;22.03.2022 14:50;7
Kjevik;SN39040;22.03.2022 15:20;8
Kjevik;SN39040;22.03.2022 15:50;8
Kjevik;SN39040;22.03.2022 16:20;9
Kjevik;SN39040;22.03.2022 16:50;8
Kjevik;SN39040;22.03.2022 17:20;8
Kjevik;SN39040;22.03.2022 17:50;7
Kjevik;SN39040;22.03.2022 18:20;7
Kjevik;SN39040;22.03.2022 18:50;7
Kjevik;SN39040;22.03.2022 19:20;5
Kjevik;SN39040;22.03.2022 19:50;3
Kjevik;SN39040;22.03.2022 20:20;2
Kjevik;SN39040;22.03.2022 20:50;1
Kjevik;SN39040;22.03.2022 21:20;1
Kjevik;SN39040;22.03.2022 21:50;0
Kjevik;SN39040;22.03.2022 22:20;-1
Kjevik;SN39040;22.03.2022 22:50;-1
Kjevik;SN39040;22.03.2022 23:20;-1
Kjevik;SN39040;22.03.2022 23:50;-1
Kjevik;SN39040;23.03.2022 00:20;-1
Kjevik;SN39040;23.03.2022 00:50;-2
Kjevik;SN39040;23.03.2022 01:20;-2
Kjevik;SN39040;23.03.2022 01:50;-2
Kjevik;SN39040;23.03.2022 02:20;-3
Kjevik;SN39040;23.03.2022 02:50;-2
Kjevik;SN39040;23.03.2022 03:20;-3
Kjevik;SN39040;23.03.2022 03:50;-3
Kjevik;SN39040;23.03.2022 04:20;-3
Kjevik;SN39040;23.03.2022 04:50;-3
Kjevik;SN39040;23.03.2022 05:20;-3
Kjevik;SN39040;23.03.2022 05:50;-3
Kjevik;SN39040;23.03.2022 06:20;-3
Kjevik;SN39040;23.03.2022 06:50;-3
Kjevik;SN39040;23.03.2022 07:20;-2
Kjevik;SN39040;23.03.2022 07:50;-1
Kjevik;SN39040;23.03.2022 08:20;0
Kjevik;SN39040;23.03.2022 08:50;1
Kjevik;SN39040;23.03.2022 09:20;3
Kjevik;SN39040;23.03.2022 09:50;6
Kjevik;SN39040;23.03.2022 10:20;8
Kjevik;SN39040;23.03.2022 10:50;7
Kjevik;SN39040;23.03.2022 11:20;9
Kjevik;SN39040;23.03.2022 11:50;10
Kjevik;SN39040;23.03.2022 12:20;10
Kjevik;SN39040;23.03.2022 12:50;9
Kjevik;SN39040;23.03.2022 13:20;8
Kjevik;SN39040;23.03.2022 13:50;7
Kjevik;SN39040;23.03.2022 14:20;8
Kjevik;SN39040;23.03.2022 14:50;9
Kjevik;SN39040;23.03.2022 15:20;9
Kjevik;SN39040;23.03.2022 15:50;9
Kjevik;SN39040;23.03.2022 16:20;9
Kjevik;SN39040;23.03.2022 16:50;8
Kjevik;SN39040;23.03.2022 17:20;7
Kjevik;SN39040;23.03.2022 17:50;6
Kjevik;SN39040;23.03.2022 18:20;6
Kjevik;SN39040;23.03.2022 18:50;5
Kjevik;SN39040;23.03.2022 19:20;4
Kjevik;SN39040;23.03.2022 19:50;3
Kjevik;SN39040;23.03.2022 20:20;2
Kjevik;SN39040;23.03.2022 20:50;1
Kjevik;SN39040;23.03.2022 21:20;1
Kjevik;SN39040;23.03.2022 21:50;1
Kjevik;SN39040;23.03.2022 22:20;1
Kjevik;SN39040;23.03.2022 22:50;1
Kjevik;SN39040;23.03.2022 23:20;0
Kjevik;SN39040;23.03.2022 23:50;0
Kjevik;SN39040;24.03.2022 00:20;1
Kjevik;SN39040;24.03.2022 00:50;0
Kjevik;SN39040;24.03.2022 01:20;0
Kjevik;SN39040;24.03.2022 01:50;0
Kjevik;SN39040;24.03.2022 02:20;0
Kjevik;SN39040;24.03.2022 02:50;0
Kjevik;SN39040;24.03.2022 03:20;0
Kjevik;SN39040;24.03.2022 03:50;0
Kjevik;SN39040;24.03.2022 04:20;0
Kjevik;SN39040;24.03.2022 04:50;0
Kjevik;SN39040;24.03.2022 05:20;-1
Kjevik;SN39040;24.03.2022 05:50;-2
Kjevik;SN39040;24.03.2022 06:20;-1
Kjevik;SN39040;24.03.2022 06:50;-2
Kjevik;SN39040;24.03.2022 07:20;-1
Kjevik;SN39040;24.03.2022 07:50;1
Kjevik;SN39040;24.03.2022 08:20;2
Kjevik;SN39040;24.03.2022 08:50;4
Kjevik;SN39040;24.03.2022 09:20;6
Kjevik;SN39040;24.03.2022 09:50;8
Kjevik;SN39040;24.03.2022 10:20;9
Kjevik;SN39040;24.03.2022 10:50;12
Kjevik;SN39040;24.03.2022 11:20;15
Kjevik;SN39040;24.03.2022 11:50;15
Kjevik;SN39040;24.03.2022 12:20;16
Kjevik;SN39040;24.03.2022 12:50;14
Kjevik;SN39040;24.03.2022 13:20;14
Kjevik;SN39040;24.03.2022 13:50;16
Kjevik;SN39040;24.03.2022 14:20;17
Kjevik;SN39040;24.03.2022 14:50;13
Kjevik;SN39040;24.03.2022 15:20;14
Kjevik;SN39040;24.03.2022 15:50;13
Kjevik;SN39040;24.03.2022 16:20;13
Kjevik;SN39040;24.03.2022 16:50;13
Kjevik;SN39040;24.03.2022 17:20;13
Kjevik;SN39040;24.03.2022 17:50;12
Kjevik;SN39040;24.03.2022 18:20;10
Kjevik;SN39040;24.03.2022 18:50;10
Kjevik;SN39040;24.03.2022 19:20;8
Kjevik;SN39040;24.03.2022 19:50;7
Kjevik;SN39040;24.03.2022 20:20;6
Kjevik;SN39040;24.03.2022 20:50;6
Kjevik;SN39040;24.03.2022 21:20;5
Kjevik;SN39040;24.03.2022 21:50;4
Kjevik;SN39040;24.03.2022 22:20;4
Kjevik;SN39040;24.03.2022 22:50;3
Kjevik;SN39040;24.03.2022 23:20;3
Kjevik;SN39040;24.03.2022 23:50;2
Kjevik;SN39040;25.03.2022 00:20;2
Kjevik;SN39040;25.03.2022 00:50;1
Kjevik;SN39040;25.03.2022 01:20;1
Kjevik;SN39040;25.03.2022 01:50;0
Kjevik;SN39040;25.03.2022 02:20;0
Kjevik;SN39040;25.03.2022 02:50;0
Kjevik;SN39040;25.03.2022 03:20;0
Kjevik;SN39040;25.03.2022 03:50;-1
Kjevik;SN39040;25.03.2022 04:20;1
Kjevik;SN39040;25.03.2022 04:50;-1
Kjevik;SN39040;25.03.2022 05:20;1
Kjevik;SN39040;25.03.2022 05:50;0
Kjevik;SN39040;25.03.2022 06:20;2
Kjevik;SN39040;25.03.2022 06:50;3
Kjevik;SN39040;25.03.2022 07:20;5
Kjevik;SN39040;25.03.2022 07:50;5
Kjevik;SN39040;25.03.2022 08:20;5
Kjevik;SN39040;25.03.2022 08:50;6
Kjevik;SN39040;25.03.2022 09:20;8
Kjevik;SN39040;25.03.2022 09:50;9
Kjevik;SN39040;25.03.2022 10:20;10
Kjevik;SN39040;25.03.2022 10:50;12
Kjevik;SN39040;25.03.2022 11:20;12
Kjevik;SN39040;25.03.2022 11:50;12
Kjevik;SN39040;25.03.2022 12:20;13
Kjevik;SN39040;25.03.2022 12:50;13
Kjevik;SN39040;25.03.2022 13:20;13
Kjevik;SN39040;25.03.2022 13:50;14
Kjevik;SN39040;25.03.2022 14:20;14
Kjevik;SN39040;25.03.2022 14:50;14
Kjevik;SN39040;25.03.2022 15:20;15
Kjevik;SN39040;25.03.2022 15:50;14
Kjevik;SN39040;25.03.2022 16:20;13
Kjevik;SN39040;25.03.2022 16:50;13
Kjevik;SN39040;25.03.2022 17:20;12
Kjevik;SN39040;25.03.2022 17:50;12
Kjevik;SN39040;25.03.2022 18:20;11
Kjevik;SN39040;25.03.2022 18:50;11
Kjevik;SN39040;25.03.2022 19:20;11
Kjevik;SN39040;25.03.2022 19:50;11
Kjevik;SN39040;25.03.2022 20:20;11
Kjevik;SN39040;25.03.2022 20:50;11
Kjevik;SN39040;25.03.2022 21:20;11
Kjevik;SN39040;25.03.2022 21:50;11
Kjevik;SN39040;25.03.2022 22:20;11
Kjevik;SN39040;25.03.2022 22:50;10
Kjevik;SN39040;25.03.2022 23:20;10
Kjevik;SN39040;25.03.2022 23:50;10
Kjevik;SN39040;26.03.2022 00:20;9
Kjevik;SN39040;26.03.2022 00:50;9
Kjevik;SN39040;26.03.2022 01:20;9
Kjevik;SN39040;26.03.2022 01:50;8
Kjevik;SN39040;26.03.2022 02:20;7
Kjevik;SN39040;26.03.2022 02:50;7
Kjevik;SN39040;26.03.2022 03:20;7
Kjevik;SN39040;26.03.2022 03:50;8
Kjevik;SN39040;26.03.2022 04:20;7
Kjevik;SN39040;26.03.2022 04:50;9
Kjevik;SN39040;26.03.2022 05:20;9
Kjevik;SN39040;26.03.2022 05:50;8
Kjevik;SN39040;26.03.2022 06:20;9
Kjevik;SN39040;26.03.2022 06:50;10
Kjevik;SN39040;26.03.2022 07:20;9
Kjevik;SN39040;26.03.2022 07:50;10
Kjevik;SN39040;26.03.2022 08:20;10
Kjevik;SN39040;26.03.2022 08:50;10
Kjevik;SN39040;26.03.2022 09:20;11
Kjevik;SN39040;26.03.2022 09:50;12
Kjevik;SN39040;26.03.2022 10:20;13
Kjevik;SN39040;26.03.2022 10:50;13
Kjevik;SN39040;26.03.2022 11:20;14
Kjevik;SN39040;26.03.2022 11:50;12
Kjevik;SN39040;26.03.2022 12:20;11
Kjevik;SN39040;26.03.2022 12:50;12
Kjevik;SN39040;26.03.2022 13:20;12
Kjevik;SN39040;26.03.2022 13:50;12
Kjevik;SN39040;26.03.2022 14:20;12
Kjevik;SN39040;26.03.2022 14:50;12
Kjevik;SN39040;26.03.2022 15:20;11
Kjevik;SN39040;26.03.2022 15:50;11
Kjevik;SN39040;26.03.2022 16:20;10
Kjevik;SN39040;26.03.2022 16:50;10
Kjevik;SN39040;26.03.2022 17:20;9
Kjevik;SN39040;26.03.2022 17:50;8
Kjevik;SN39040;26.03.2022 18:20;7
Kjevik;SN39040;26.03.2022 18:50;7
Kjevik;SN39040;26.03.2022 19:20;7
Kjevik;SN39040;26.03.2022 19:50;5
Kjevik;SN39040;26.03.2022 20:20;3
Kjevik;SN39040;26.03.2022 20:50;3
Kjevik;SN39040;26.03.2022 21:20;1
Kjevik;SN39040;26.03.2022 21:50;2
Kjevik;SN39040;26.03.2022 22:20;1
Kjevik;SN39040;26.03.2022 22:50;1
Kjevik;SN39040;26.03.2022 23:20;1
Kjevik;SN39040;26.03.2022 23:50;1
Kjevik;SN39040;27.03.2022 00:20;0
Kjevik;SN39040;27.03.2022 00:50;0
Kjevik;SN39040;27.03.2022 01:20;1
Kjevik;SN39040;27.03.2022 01:50;1
Kjevik;SN39040;27.03.2022 02:20;2
Kjevik;SN39040;27.03.2022 02:50;2
Kjevik;SN39040;27.03.2022 03:20;2
Kjevik;SN39040;27.03.2022 03:50;2
Kjevik;SN39040;27.03.2022 04:20;2
Kjevik;SN39040;27.03.2022 04:50;1
Kjevik;SN39040;27.03.2022 05:20;1
Kjevik;SN39040;27.03.2022 05:50;1
Kjevik;SN39040;27.03.2022 06:20;6
Kjevik;SN39040;27.03.2022 06:50;3
Kjevik;SN39040;27.03.2022 07:20;7
Kjevik;SN39040;27.03.2022 07:50;8
Kjevik;SN39040;27.03.2022 08:20;8
Kjevik;SN39040;27.03.2022 08:50;8
Kjevik;SN39040;27.03.2022 09:20;10
Kjevik;SN39040;27.03.2022 09:50;8
Kjevik;SN39040;27.03.2022 10:20;9
Kjevik;SN39040;27.03.2022 10:50;9
Kjevik;SN39040;27.03.2022 11:20;11
Kjevik;SN39040;27.03.2022 11:50;12
Kjevik;SN39040;27.03.2022 12:20;12
Kjevik;SN39040;27.03.2022 12:50;13
Kjevik;SN39040;27.03.2022 13:20;13
Kjevik;SN39040;27.03.2022 13:50;14
Kjevik;SN39040;27.03.2022 14:20;14
Kjevik;SN39040;27.03.2022 14:50;15
Kjevik;SN39040;27.03.2022 15:20;14
Kjevik;SN39040;27.03.2022 15:50;15
Kjevik;SN39040;27.03.2022 16:20;17
Kjevik;SN39040;27.03.2022 16:50;16
Kjevik;SN39040;27.03.2022 17:20;15
Kjevik;SN39040;27.03.2022 17:50;14
Kjevik;SN39040;27.03.2022 18:20;13
Kjevik;SN39040;27.03.2022 18:50;12
Kjevik;SN39040;27.03.2022 19:20;10
Kjevik;SN39040;27.03.2022 19:50;9
Kjevik;SN39040;27.03.2022 20:20;9
Kjevik;SN39040;27.03.2022 20:50;8
Kjevik;SN39040;27.03.2022 21:20;8
Kjevik;SN39040;27.03.2022 21:50;7
Kjevik;SN39040;27.03.2022 22:20;7
Kjevik;SN39040;27.03.2022 22:50;7
Kjevik;SN39040;27.03.2022 23:20;7
Kjevik;SN39040;27.03.2022 23:50;7
Kjevik;SN39040;28.03.2022 00:20;7
Kjevik;SN39040;28.03.2022 00:50;6
Kjevik;SN39040;28.03.2022 01:20;6
Kjevik;SN39040;28.03.2022 01:50;6
Kjevik;SN39040;28.03.2022 02:20;6
Kjevik;SN39040;28.03.2022 02:50;6
Kjevik;SN39040;28.03.2022 03:20;6
Kjevik;SN39040;28.03.2022 03:50;6
Kjevik;SN39040;28.03.2022 04:20;6
Kjevik;SN39040;28.03.2022 04:50;6
Kjevik;SN39040;28.03.2022 05:20;6
Kjevik;SN39040;28.03.2022 05:50;6
Kjevik;SN39040;28.03.2022 06:20;6
Kjevik;SN39040;28.03.2022 06:50;5
Kjevik;SN39040;28.03.2022 07:20;6
Kjevik;SN39040;28.03.2022 07:50;6
Kjevik;SN39040;28.03.2022 08:20;7
Kjevik;SN39040;28.03.2022 08:50;8
Kjevik;SN39040;28.03.2022 09:20;9
Kjevik;SN39040;28.03.2022 09:50;10
Kjevik;SN39040;28.03.2022 10:20;11
Kjevik;SN39040;28.03.2022 10:50;11
Kjevik;SN39040;28.03.2022 11:20;12
Kjevik;SN39040;28.03.2022 11:50;13
Kjevik;SN39040;28.03.2022 12:20;13
Kjevik;SN39040;28.03.2022 12:50;13
Kjevik;SN39040;28.03.2022 13:20;13
Kjevik;SN39040;28.03.2022 13:50;13
Kjevik;SN39040;28.03.2022 14:20;13
Kjevik;SN39040;28.03.2022 14:50;10
Kjevik;SN39040;28.03.2022 15:20;9
Kjevik;SN39040;28.03.2022 15:50;9
Kjevik;SN39040;28.03.2022 16:20;9
Kjevik;SN39040;28.03.2022 16:50;9
Kjevik;SN39040;28.03.2022 17:20;8
Kjevik;SN39040;28.03.2022 17:50;8
Kjevik;SN39040;28.03.2022 18:20;8
Kjevik;SN39040;28.03.2022 18:50;8
Kjevik;SN39040;28.03.2022 19:20;7
Kjevik;SN39040;28.03.2022 19:50;7
Kjevik;SN39040;28.03.2022 20:20;7
Kjevik;SN39040;28.03.2022 20:50;7
Kjevik;SN39040;28.03.2022 21:20;7
Kjevik;SN39040;28.03.2022 21:50;6
Kjevik;SN39040;28.03.2022 22:20;6
Kjevik;SN39040;28.03.2022 22:50;6
Kjevik;SN39040;28.03.2022 23:20;5
Kjevik;SN39040;28.03.2022 23:50;5
Kjevik;SN39040;29.03.2022 00:20;5
Kjevik;SN39040;29.03.2022 00:50;5
Kjevik;SN39040;29.03.2022 01:20;4
Kjevik;SN39040;29.03.2022 01:50;4
Kjevik;SN39040;29.03.2022 02:20;4
Kjevik;SN39040;29.03.2022 02:50;4
Kjevik;SN39040;29.03.2022 03:20;3
Kjevik;SN39040;29.03.2022 03:50;3
Kjevik;SN39040;29.03.2022 04:20;3
Kjevik;SN39040;29.03.2022 04:50;2
Kjevik;SN39040;29.03.2022 05:20;0
Kjevik;SN39040;29.03.2022 05:50;-1
Kjevik;SN39040;29.03.2022 06:20;-2
Kjevik;SN39040;29.03.2022 06:50;-2
Kjevik;SN39040;29.03.2022 07:20;-1
Kjevik;SN39040;29.03.2022 07:50;3
Kjevik;SN39040;29.03.2022 08:20;4
Kjevik;SN39040;29.03.2022 08:50;4
Kjevik;SN39040;29.03.2022 09:20;5
Kjevik;SN39040;29.03.2022 09:50;6
Kjevik;SN39040;29.03.2022 10:20;7
Kjevik;SN39040;29.03.2022 10:50;8
Kjevik;SN39040;29.03.2022 11:20;8
Kjevik;SN39040;29.03.2022 11:50;8
Kjevik;SN39040;29.03.2022 12:20;7
Kjevik;SN39040;29.03.2022 12:50;7
Kjevik;SN39040;29.03.2022 13:20;7
Kjevik;SN39040;29.03.2022 13:50;7
Kjevik;SN39040;29.03.2022 14:20;6
Kjevik;SN39040;29.03.2022 14:50;5
Kjevik;SN39040;29.03.2022 15:20;6
Kjevik;SN39040;29.03.2022 15:50;8
Kjevik;SN39040;29.03.2022 16:20;7
Kjevik;SN39040;29.03.2022 16:50;4
Kjevik;SN39040;29.03.2022 17:20;4
Kjevik;SN39040;29.03.2022 17:50;4
Kjevik;SN39040;29.03.2022 18:20;3
Kjevik;SN39040;29.03.2022 18:50;3
Kjevik;SN39040;29.03.2022 19:20;2
Kjevik;SN39040;29.03.2022 19:50;1
Kjevik;SN39040;29.03.2022 20:20;0
Kjevik;SN39040;29.03.2022 20:50;-1
Kjevik;SN39040;29.03.2022 21:20;-1
Kjevik;SN39040;29.03.2022 21:50;-1
Kjevik;SN39040;29.03.2022 22:20;-2
Kjevik;SN39040;29.03.2022 22:50;-1
Kjevik;SN39040;29.03.2022 23:20;-2
Kjevik;SN39040;29.03.2022 23:50;-2
Kjevik;SN39040;30.03.2022 00:20;-2
Kjevik;SN39040;30.03.2022 00:50;-2
Kjevik;SN39040;30.03.2022 01:20;-2
Kjevik;SN39040;30.03.2022 01:50;-2
Kjevik;SN39040;30.03.2022 02:20;-3
Kjevik;SN39040;30.03.2022 02:50;-2
Kjevik;SN39040;30.03.2022 03:20;-2
